19.04.2015                                                                                                                                               Dynamic List Display                                                                                                                                                      1
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  ISOURCE                      |OBJVERS|APPLNM                      |COMSTRU                      |OWNER       |TSTPNM     |           TIMESTMP|CONTREL|       CONTTIMESTMP|BCTCOMP|ISSRCTYPE|INVISIBLE|TXTSH               |TXTMD                                   |TXTLG                                                       |
|  0BBP_BPCOMPANY_ATTR          |D      |0CA_BP-IO                   |0BBP_BPCOMPANY_ATTR          |SAP         |SAP        |20,030,131,123,636 |3.2/01 |20,030,131,123,636 |       |         |         |BP:Partn.isPurchaser|BP: Partner is (Purchasing) Company     |BP: Partner is (Purchasing) Company                         |
|  0BBP_CONF_TD_1               |D      |0BBP_PROC                   |0BBP_CONF_TD_1               |SAP         |SAP        |20,030,131,114,416 |3.2/01 |20,030,131,114,416 |       |         |         |Goods/Services Conf.|Goods/Services Confirmation - SingleDocs|Goods/Services Confirmation - Single Documents              |
|  0BBP_DOC_HDR_1               |D      |0BBP                        |0BBP_DOC_HDR_1               |SAP         |SAP        |20,020,304,154,007 |3.0/02 |20,020,304,154,007 |       |         |         |Doc. Flow - Hdr Info|Document Flow (Header Information)      |Document Flow (Header Information)                          |
|  0BBP_DOC_ITM_1               |D      |0BBP                        |0BBP_DOC_ITM_1               |SAP         |SAP        |20,020,304,154,045 |3.0/02 |20,020,304,154,045 |       |         |         |Doc. Flow -Item Info|Document Flow (Item Information)        |Document Flow (Item Information)                            |
|  0BBP_INV_TD_1                |D      |0BBP_PROC                   |0BBP_INV_TD_1                |SAP         |SAP        |20,030,131,114,321 |3.2/01 |20,030,131,114,321 |       |         |         |Invoice - SingleDoc.|Invoice - Single Documents              |Invoice - Single Documents                                  |
|  0BBP_PARTNER_FLAG_CONTACT    |D      |0CA_BP-IO                   |0BBP_PARTNER_FLAG_CONTACT    |SAP         |SAP        |20,030,131,125,034 |3.2/01 |20,030,131,125,034 |       |         |         |BP: Partner Role    |BP: Partner Role "Contact Person"       |BP: Partner Role "Contact Person"                           |
|  0BBP_PARTNER_FLAG_LOCATION   |D      |0CA_BP-IO                   |0BBP_PARTNER_FLAG_LOCATION   |SAP         |SAP        |20,030,131,125,228 |3.2/01 |20,030,131,125,228 |       |         |         |BP: Partner Role    |BP: Partner Role "Location/Plant"       |BP: Partner Role "Location/Plant"                           |
|  0BBP_PARTNER_FLAG_VENDOR     |D      |0CA_BP-IO                   |0BBP_PARTNER_FLAG_VENDOR     |SAP         |SAP        |20,030,131,124,919 |3.2/01 |20,030,131,124,919 |       |         |         |BP: Partner Role    |BP: Partner Role "Vendor"               |BP: Partner Role "Vendor"                                   |
|  0BBP_PLANT_ATTR              |D      |0BBP-IO                     |0BBP_PLANT_ATTR              |SAP         |SAP        |20,030,131,121,154 |3.2/01 |20,030,131,121,154 |       |         |         |Business Partner No |Business Partner No. Assgmt to R/3      |Business Partner Number Assgmt to R/3 Plant                 |
|  0BBP_PO_TD_1                 |D      |0BBP_PROC                   |0BBP_PO_TD_1                 |SAP         |SAP        |20,040,909,151,514 |3.5/03 |20,040,909,151,514 |       |         |         |Purch.Order - Single|Purchase Order - Single Documents       |Purchase Order - Single Documents                           |
|  0BBP_PRODUCT_ATTR            |D      |0BBP-IO                     |0BBP_PRODUCT_ATTR            |SAP         |SAP        |20,021,206,150,656 |3.2/01 |20,021,206,150,656 |       |         |         |Prod.(BBPAttributes)|Product (BBP Attributes)                |Product (BBP Attributes)                                    |
|  0BBP_PROD_ATTR               |D      |0BBP-IO                     |0BBP_PROD_ATTR               |SAP         |SAP        |20,020,522,071,014 |3.0/02 |20,020,522,071,014 |       |         |         |Product (EBP Attrs) |Product (EBP Attrs) EBP Rel. 3.5 or Lwr |Product (EBP Attributes), only for EBP Release 3.5 or Lower |
|  0BBP_PROD_TEXT               |D      |0BBP-IO                     |0BBP_PROD_TEXT               |SAP         |SAP        |20,020,531,071,612 |3.0/02 |20,020,531,071,612 |       |         |         |Product (EBP Texts) |Product (Texts) for EBP Rel. 3.5 or Lwr |Product (Texts), only for EBP Release 3.5 or Lower          |
|  0BBP_QUO_TD_1                |D      |0BBP_BID                    |0BBP_QUO_TD_1                |SAP         |SAP        |20,040,105,100,056 |3.5/02 |20,040,105,100,056 |       |         |         |Bids - SingleDocs   |Bids - Single Documents                 |Bids - Single Documents                                     |
|  0BBP_SCA_TD_1                |D      |0BBP_SC                     |0BBP_SCA_TD_1                |SAP         |SAP        |20,020,302,111,252 |3.0/02 |20,020,302,111,252 |       |         |         |Approval Process    |Approval Process for Shopping Cart      |Approval Process for Shopping Cart - Single Documents       |
|  0BBP_SC_TD_1                 |D      |0BBP_SC                     |0BBP_SC_TD_1                 |SAP         |SAP        |20,030,131,121,403 |3.2/01 |20,030,131,121,403 |       |         |         |Shopg Cart - Ind Doc|Shopping Cart - Individual Documents    |Shopping Cart - Individual Documents                        |
|  0BBP_TD_CONTR_1              |D      |0BBP_CONTR                  |0BBP_TD_CONTR_1              |SAP         |SAP        |20,050,323,083,504 |7.0/02 |20,050,323,083,504 |       |         |         |Purchase Contracts  |Purchase Contracts                      |Purchase Contracts                                          |
|  0BCT_CB_1                    |D      |0BCT_CB                     |0BCT_CB_1                    |SAP         |SAP        |20,040,811,153,929 |3.5/03 |20,040,811,153,929 |       |         |         |Content Browser: Obj|Content Browser: Object Relationships   |Content Browser: Object Relationships                       |
|  0BE_INVOICE                  |D      |0BE                         |0BE_INVOICE                  |SAP         |SAP        |20,010,516,143,640 |3.0/01 |20,010,516,143,640 |       |         |         |Billing Engine: BDs |Billing Engine Billing Data             |Billing Engine Billing Data                                 |
|  0BPARTNER_ATTR               |D      |0CA_BP-IO                   |0BPARTNER_ATTR               |SAP         |SAP        |20,041,025,140,844 |7.0/02 |20,041,025,140,844 |       |         |         |BP: Master Record   |BP: Master Record                       |BP: Master Record                                           |
|  0BPARTNER_TEXT               |D      |0CA_BP-IO                   |0BPARTNER_TEXT               |SAP         |SAP        |20,040,617,054,747 |3.5/03 |20,040,617,054,747 |       |         |         |BP: Texts           |BP: Texts                               |BP: Texts                                                   |
|  0BPM_ALERT_DATA              |D      |0BPM                        |0BPM_ALERT_DATA              |SAP         |SAP        |20,050,620,113,013 |7.0/02 |20,050,620,113,013 |       |         |         |Alert data          |Alert data                              |Alert data                                                  |
|  0BPM_DEADLINES               |D      |0BPM                        |0BPM_DEADLINES               |SAP         |SAP        |20,050,623,134,052 |7.0/02 |20,050,623,134,052 |       |         |         |Work item deadline i|Work item deadline information          |Work item deadline information                              |
|  0BPM_LOGHIST                 |D      |0BPM                        |0BPM_LOGHIST                 |SAP         |SAP        |20,050,727,151,321 |7.0/02 |20,050,727,151,321 |       |         |         |Workitem Action Info|Workitem Action Information             |Workitem Action Information                                 |
|  0BPM_OBJREL                  |D      |0BPM                        |0BPM_OBJREL                  |SAP         |SAP        |20,050,727,144,612 |7.0/02 |20,050,727,144,612 |       |         |         |Work item object rel|Work item object relation information   |Work item object relation information                       |
|  0BPM_WIHEAD                  |D      |0BPM                        |0BPM_WIHEAD                  |SAP         |SAP        |20,050,620,101,531 |7.0/02 |20,050,620,101,531 |       |         |         |Work item header inf|Work item header information            |Work item header information                                |
|  0BPRELATION_ATTR             |D      |0CA_BP-IO                   |0BPRELATION_ATTR             |SAP         |SAP        |20,021,211,112,238 |3.2/01 |20,021,211,112,238 |       |         |         |BP: Relationships   |BP: Relationships                       |BP: Relationships                                           |
|  0BPS_DATA                    |D      |0SEM_BPS                    |0BPS_DATA                    |SAP         |SAP        |20,000,922,094,807 |2.1/01 |20,000,922,094,807 |       |         |         |SEM BPS Techn. Perfo|SEM BPS Technical Performance           |SEM BPS Technical Performance                               |
|  0BP_DEF_ADDRESS_ATTR         |D      |0CA_BP-IO                   |0BP_DEF_ADDRESS_ATTR         |SAP         |SAP        |20,040,809,091,509 |3.5/03 |20,040,809,091,509 |       |         |         |BP: Standard Address|BP: Standard Address                    |BP: Standard Address                                        |
|  0BP_FUNCTIONS_ATTR           |D      |0CRM-IO                     |0BP_FUNCTIONS_ATTR           |SAP         |SAP        |20,030,627,145,449 |3.3/01 |20,030,627,145,449 |       |         |         |BP: Partner Function|BP: Partner Function Assignment (Sales) |BP: Partner Function Assignment (Dependent on Sales Area)   |
|  0BP_ID_NUMBER_ATTR           |D      |0CA_BP-IO                   |0BP_ID_NUMBER_ATTR           |SAP         |SAP        |20,040,617,055,721 |3.5/03 |20,040,617,055,721 |       |         |         |Partner: ID Numbers |Partner: ID Numbers                     |Partner: ID Numbers                                         |
|  0BP_INDUSTRY_SECTOR_ATTR     |D      |0CA_BP-IO                   |0BP_INDUSTRY_SECTOR_ATTR     |SAP         |SAP        |20,040,617,055,846 |3.5/03 |20,040,617,055,846 |       |         |         |Partner: Industries |Partner: Industries                     |Partner: Industries                                         |
|  0BP_MEDIA_ATTR               |D      |0IS_ME-IO                   |0BP_MEDIA_ATTR               |SAP         |SAP        |20,020,212,111,201 |3.0/02 |20,020,212,111,201 |       |         |         |SAP Business Partner|SAP Business Partner (Media-Spec.Data)  |SAP Business Partner (Media-Specific Data)                  |
|  0BP_PH_GR                    |D      |0PH_BP                      |0BP_PH_GR                    |SAP         |SAP        |20,030,701,081,725 |3.3/01 |20,030,701,081,725 |       |         |         |Business Partner Gro|Business Partner Groups                 |Business Partner Groups                                     |
|  0BP_PH_SEG                   |D      |0PH_BP                      |0BP_PH_SEG                   |SAP         |SAP        |20,030,701,083,837 |3.3/01 |20,030,701,083,837 |       |         |         |Business Partner Seg|Business Partner Segments               |Business Partner Segments                                   |
|  0BP_PH_SP                    |D      |0PH_BP                      |0BP_PH_SP                    |SAP         |SAP        |20,030,701,083,259 |3.3/01 |20,030,701,083,259 |       |         |         |Business Partner Spe|Business Partner Specialities (Master Da|Business Partner Specialities (Master Data, Text)           |
|  0BP_PH_SP_TEXT               |D      |0PH_BP                      |0BP_PH_SP_TEXT               |SAP         |SAP        |20,030,731,143,605 |3.3/01 |20,030,731,143,605 |       |         |         |Business Partner Spe|Business Partner Specialities (Text)    |Business Partner Specialities (Text)                        |
|  0BP_ROLES_ATTR               |D      |0CA_BP-IO                   |0BP_ROLES_ATTR               |SAP         |SAP        |20,040,810,131,138 |3.5/03 |20,040,810,131,138 |       |         |         |BP: Roles           |BP: Roles                               |BP: Roles                                                   |
