21.04.2015                                     Dynamic List Display                                             1
-----------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------
|  LANGU|INFOCUBE     |OBJVERS|TXTSH               |TXTLG                                                       |
|  E    |0CCMWMADM    |D      |ADM Stats Subrecs   |ADM Statistics Subrecords (MultiCube)                       |
|  E    |0CCMWMBTC    |D      |Backgr.Stats Subrecs|Background Statistics Subrecords (MultiCube)                |
|  E    |0CCMWMCLI    |D      |Client Info. Stats  |Client Information Statistics Subrecords (MultiCube)        |
|  E    |0CCMWMDB     |D      |DB Stats Subrecords |DB Statistics Subrecords (MultiCube)                        |
|  E    |0CCMWMDBP    |D      |DB Proc.Stats Subrcs|DB Procedure Statistics Subrecords (MultiCube)              |
|  E    |0CCMWMHC     |D      |HTTP Client Subrecs |HTTP Client Subrecords (MultiCube)                          |
|  E    |0CCMWMHCD    |D      |HTTP Client Dst.Subr|HTTP Client Destination Subrecords (MultiCube)              |
|  E    |0CCMWMHS     |D      |HTTP Server Subrecs |HTTP Server Subrecords (MultiCube)                          |
|  E    |0CCMWMHSD    |D      |HTTP Srv.Dest.Subrcs|HTTP Server Destination Subrecords (MultiCube)              |
|  E    |0CCMWMMN     |D      |WebAS Stats MainRecs|Web AS Statistics Main Records                              |
|  E    |0CCMWMRC     |D      |RFC Clnt Stats Subr.|RFC Client Statistics Subrecords (MultiCube)                |
|  E    |0CCMWMRCD    |D      |RFC Clnt Dst.Subrecs|RFC Client Destination Statistics Subrecords (MultiCube)    |
|  E    |0CCMWMRS     |D      |RFC Srvr Stats Subr.|RFC Server Statistics Subrecords (MultiCube)                |
|  E    |0CCMWMRSD    |D      |RFC Serv.Dest.Subrcs|RFC Server Destination Statistics Subrecords (MultiCube)    |
|  E    |0CCMWMSC     |D      |SMTP Clnt Stats Subr|SMTP Client Statistics Subrecords (MultiCube)               |
|  E    |0CCMWMSCD    |D      |SMTP Clnt Dst Subrcs|SMTP Client Destination Statistics Subrecords (MultiCube)   |
|  E    |0CCMWMSPA    |D      |Spl Act.Stats Subrcs|Spool Activity Statistics Subrecords (MultiCube)            |
|  E    |0CCMWMSPO    |D      |Spool Stats Subrecs |Spool Statistics Subrecords (MultiCube)                     |
|  E    |0CCMWMSS     |D      |SMTP Srvr Stats Subr|SMTP Server Statistics Subrecords (MultiCube)               |
|  E    |0CCMWMSSD    |D      |SMTP Srvr Dest Subr.|SMTP Server Destination Statistics Subrecords (MultiCube)   |
|  E    |0CCMWMTAB    |D      |Tables Stats Subrecs|Tables Statistics Subrecords (MultiCube)                    |
|  E    |0CCMWMVMC    |D      |VMC Subrecords (MC) |VMC Subrecords (MultiCube)                                  |
|  E    |0CCMWRADM    |D      |ADM Subrecords      |ADM Subrecords                                              |
|  E    |0CCMWRBTC    |D      |Background Subrecs  |Background Subrecords                                       |
|  E    |0CCMWRCLI    |D      |Client Info Subrecs |Client Info Subrecords                                      |
|  E    |0CCMWRDB     |D      |Database Subrecords |Database Subrecords                                         |
|  E    |0CCMWRDBP    |D      |DB Procedure Subrecs|DB Procedure Subrecords                                     |
|  E    |0CCMWRHC     |D      |HTTP Client Subrecs |HTTP Client Subrecords                                      |
|  E    |0CCMWRHCD    |D      |HTTP Client Dst.Subr|HTTP Client Destination Subrecords                          |
|  E    |0CCMWRHS     |D      |HTTP Server Subrecs |HTTP Server Subrecords                                      |
|  E    |0CCMWRHSD    |D      |HTTP Srv.Dest.Subrcs|HTTP Server Destination Subrecords                          |
|  E    |0CCMWRMN     |D      |Statistics Main Recs|Statistics Main Records                                     |
|  E    |0CCMWRRC     |D      |RFC Client Subrecs  |RFC Client Subrecords                                       |
|  E    |0CCMWRRCD    |D      |RFC Clnt Dst.Subrecs|RFC Client Destination Subrecords                           |
|  E    |0CCMWRRS     |D      |RFC Server Subrecs  |RFC Server Subrecords                                       |
|  E    |0CCMWRRSD    |D      |RFC Serv.Dest.Subrcs|RFC Server Destination Subrecords                           |
|  E    |0CCMWRSC     |D      |SMTP Client Subrecs |SMTP Client Subrecords                                      |
|  E    |0CCMWRSCD    |D      |SMTP Clnt Dst Subrcs|SMTP Client Destination Subrecords                          |
|  E    |0CCMWRSPA    |D      |Spl Act.Stats Subrcs|Spool Activity Statistics Subrecords                        |
|  E    |0CCMWRSPO    |D      |Spool Subrecords    |Spool Subrecords                                            |
|  E    |0CCMWRSS     |D      |SMTP Server Subrecs |SMTP Server Subrecords                                      |
|  E    |0CCMWRSSD    |D      |SMTP Srvr Dest Subr.|SMTP Server Destination Subrecords                          |
|  E    |0CCMWRTAB    |D      |Table Subrecords    |Table Subrecords                                            |
|  E    |0CCMWRVMC    |D      |VMC Subrecords      |VMC Subrecords                                              |
|  E    |0CDM_C0      |D      |Credit Profile      |Credit Profile                                              |
|  E    |0CDM_C1      |D      |Analysis/Simulation |Analysis and Simulation                                     |
|  E    |0CDM_C2      |D      |Commitments         |Commitments                                                 |
|  E    |0CDM_C3      |D      |Monthly History of P|Monthly History of Payment Behavior Summary                 |
|  E    |0CDM_MC0     |D      |Credit Risk Analysis|Credit Risk Analysis                                        |
|  E    |0CDM_MP01    |D      |Credit Profile      |Credit Profile                                              |
|  E    |0CDM_MP02    |D      |Cr. Profile (Period)|Credit Profile (Period)                                     |
|  E    |0CDM_MP03    |D      |Commitments         |Commitments                                                 |
|  E    |0CDM_VC0     |D      |Total Liab. - Remote|Total Liability - Remote                                    |
|  E    |0CDS_C01     |D      |Serv. Level: Ord.Qty|Service Level Order Schedule Lines                          |
|  E    |0CDS_C02     |D      |Fulfillment Through |Fulfillment Through Confirmations and Deliveries            |
|  E    |0CFM_C01     |D      |Ratios (Calc.fr. EC)|Ratios (Calculated from Evaluation Currency)                |
|  E    |0CFM_C02     |D      |Ratios (Calc.fr. PC)|Ratios (Calculated from Position Currency)                  |
|  E    |0CFM_C03     |D      |Amounts in Eval.Crcy|Amounts in Evaluation Currency                              |
|  E    |0CFM_C04     |D      |Amounts in PC       |Amounts in Position Currency                                |
|  E    |0CFM_C05     |D      |Amounts (Risk) in EC|Amounts (Risk) in Evaluation Currency                       |
|  E    |0CFM_C06     |D      |Amounts (P&L) in EC |Amounts (P&L) in Evaluation Currency                        |
|  E    |0CFM_C10     |D      |Pos.Acc.to PosValDte|Positions According to Position Value Date                  |
|  E    |0CFM_C11     |D      |Market Data         |Market Data                                                 |
|  E    |0CFM_MC1     |D      |Portf. Hierarchies  |Portfolio Hierarchy View                                    |
|  E    |0CFM_MC2     |D      |Positions & Mkt Data|Positions & Market Data                                     |
|  E    |0CFO_C01     |D      |Collaboration Cube  |Collaboration Cube                                          |
|  E    |0CFO_MC01    |D      |Collaboration Multip|Collaboration Multiprovider                                 |
|  E    |0CHM_C01     |D      |Account and Partner |Account and Partner Management InfoCube                     |
|  E    |0CIC_C01     |D      |IC Interaction InfoC|IC Interaction InfoCube                                     |
|  E    |0CIC_C45     |D      |Interaction and Even|Interaction and Event (Inbound Case)                        |
|  E    |0CIC_MP01    |D      |IC Interaction Stats|IC Interaction Statistics (in Time Intervals)               |
|  E    |0CIC_MP02    |D      |Interaction Stats   |Interaction Statistics (with Reference to CRM Info.)        |
|  E    |0CIC_MP03    |D      |IC Interaction Multi|IC Interaction Multiprovider                                |
|  E    |0CIC_MP45    |D      |Interaction and Even|Interaction and Event (Inbound Case)                        |
|  E    |0CLC_C1      |D      |Closing Status (repl|Closing Status (replicated)                                 |
|  E    |0CLC_M1      |D      |Closing Status      |Closing Status                                              |
|  E    |0CLC_R1      |D      |Closing Status (dire|Closing Status (direct)                                     |
|  E    |0CLM_C01     |D      |Worklist Item       |Worklist Item                                               |
|  E    |0CLM_C02     |D      |Customer Contact    |Customer Contact                                            |
|  E    |0CLM_MC1     |D      |Worklist Item       |Worklist Item                                               |
|  E    |0CLM_MC2     |D      |Customer Contact    |Customer Contact                                            |
|  E    |0CMCPMP01    |D      |Syndicated Data: Ret|Syndicated Data: Retail Panel                               |
|  E    |0CMCPMP02    |D      |Retail POS Data     |Retail POS Data                                             |
|  E    |0CMCP_C01    |D      |Syndicated Data: Hou|Syndicated Data: Household Panel, Target Consumers          |
|  E    |0CMCP_C02    |D      |Syndicated Data: Ret|Syndicated Data: Retail Panel                               |
|  E    |0CMCP_C03    |D      |Retail POS Data     |Retail POS Data                                             |
|  E    |0CMCP_C04    |D      |Syndicated Data: Hou|Syndicated Data: Household Panel, Socio-Demographics        |
|  E    |0CMCP_C05    |D      |Retail Stock Data   |Retail Stock Data                                           |
|  E    |0CMCP_C06    |D      |Plan Data - POS     |Plan Data - POS                                             |
|  E    |0CMCP_C07    |D      |Plan Data - Stock (M|Plan Data - Stock (Month, Quarter, Year)                    |
|  E    |0CMCP_C08    |D      |Plan Data - Househol|Plan Data - Household, Target Consumers                     |
